codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_tipo_icao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_horario,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_extracao
201702062022147,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-18.9547,-50.8392,CAÇU,GO,BRASIL,****,2017-01-24,19:45:00,SIM,ATIVA,A-052/CENIPA/2017,NÃO,,0,1,NÃO,2018-08-28
201203266023889,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-9.6608,-35.7016,MACEIÓ,AL,BRASIL,SBMO,2012-03-26,13:19:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201509233172166,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-11.8961,-44.2944,MACEIÓ,AL,BRASIL,****,2015-09-23,14:00:00,,FINALIZADA,A - 128/CENIPA/2015,SIM,2018-05-10,6,1,NÃO,2018-08-28
201706091333126,INCIDENTE,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-9.5172,-35.7836,MACEIÓ,AL,BRASIL,SBMO,2017-06-08,14:18:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200811078520450,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-9.6608,-35.7016,MACEIÓ,AL,BRASIL,SNGS,2008-11-07,15:30:00,,FINALIZADA,***,NÃO,,0,1,SIM,2018-08-28
201409028954688,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-9.6608,-35.7016,MACEIÓ,AL,BRASIL,SBMO,2014-09-02,19:35:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200905189717452,INCIDENTE GRAVE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-9.5172,-35.7836,MACEIÓ,AL,BRASIL,SBMO,2009-05-18,20:52:00,,ATIVA,IG-595/CENIPA/2016,NÃO,,0,1,NÃO,2018-08-28
201703021345125,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-9.5172,-35.7836,MACEIÓ,AL,BRASIL,SBMO,2017-02-28,01:56:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200910191275749,ACIDENTE,PANE SECA,COMBUSTÍVEL,FUEL,-29.3647,-50.8272,MACEIÓ,AL,BRASIL,****,2009-10-19,18:50:00,,FINALIZADA,A-062/CENIPA/2011,SIM,2011-08-29,7,1,NÃO,2018-08-28
201707111321119,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-24.0108,-52.3564,CAMPO MOURÃO,PR,BRASIL,SSKM,2017-07-09,16:15:00,SIM,FINALIZADA,***,NÃO,,0,1,SIM,2018-08-28
201505178872859,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-24.1681,-52.3614,CAMPO MOURÃO,PR,BRASIL,SSKM,2015-05-17,18:20:00,,FINALIZADA,A-072/CENIPA/2015,SIM,2015-11-16,0,1,NÃO,2018-08-28
201502256109505,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-21.0308,-52.4442,CAMPO MOURÃO,PR,BRASIL,****,2015-02-25,18:40:00,,FINALIZADA,A-028/CENIPA/2015,SIM,2017-10-27,3,1,NÃO,2018-08-28
201304128402529,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-24.0036,-52.3558,CAMPO MOURÃO,PR,BRASIL,SSKM,2013-04-12,13:03:00,,FINALIZADA,A-066/CENIPA/2013,SIM,2014-06-02,1,1,NÃO,2018-08-28
200805196276268,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-24.0412,-52.3811,CAMPO MOURÃO,PR,BRASIL,SSKM,2008-05-19,20:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201308295788619,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-23.1875,-54.4383,IGUATEMI,MS,BRASIL,****,2013-08-29,20:00:00,,FINALIZADA,A-153/CENIPA/2013,SIM,2014-08-15,0,1,NÃO,2018-08-28
201303273804349,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2013-03-27,20:40:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200903297032238,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2009-03-29,16:40:00,,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2018-08-28
201310127004472,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2013-10-12,10:25:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201005292296684,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2010-05-29,19:38:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201806251709003,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7211,-38.4806,FORTALEZA,CE,BRASIL,****,2018-06-23,20:00:00,SIM,ATIVA,A-104/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28
201604201940518,INCIDENTE,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2016-04-16,20:35:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200805168930565,INCIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2008-05-16,13:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201608161255552,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2016-08-12,15:03:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201008287136381,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2010-08-28,15:25:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200904304175053,INCIDENTE,OUTROS,OUTROS,OTHR,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2009-04-30,13:55:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201404264801575,INCIDENTE,OUTROS,OUTROS,OTHR,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2014-04-26,08:23:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201204166853288,ACIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2012-04-16,22:50:00,,FINALIZADA,A-104/CENIPA/2013,SIM,2014-07-21,0,1,NÃO,2018-08-28
201510175250291,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2015-10-17,19:36:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201403183244596,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2014-03-18,12:35:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201408238460342,ACIDENTE,COM HÉLICE,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SNFE,2014-08-23,17:34:00,,FINALIZADA,A-145/CENIPA/2014,SIM,2015-05-15,0,1,NÃO,2018-08-28
201203222497907,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,OUTROS,OTHR,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2012-03-22,14:41:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201401307329237,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2014-01-30,10:10:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201505045332546,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2015-05-04,18:48:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201311044587023,INCIDENTE GRAVE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2013-11-04,14:06:00,,FINALIZADA,IG-198/CENIPA/2013,SIM,2016-10-31,0,1,NÃO,2018-08-28
200806205549313,INCIDENTE GRAVE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2008-06-20,23:32:00,,FINALIZADA,IG-573/CENIPA/2016,SIM,2017-08-01,1,1,SIM,2018-08-28
201203097090921,INCIDENTE,SOPRO DE REATOR,OUTROS,OTHR,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,****,2012-03-09,14:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201401313496385,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SNWC,2014-01-31,12:45:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201405146304295,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2014-05-14,11:15:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201409081931511,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2014-09-08,11:45:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201606071254323,INCIDENTE,F.O.D.,OUTROS,OTHR,-3.72,-38.5422,FORTALEZA,CE,BRASIL,SBFZ,2016-05-26,14:20:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201111122868137,INCIDENTE,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2011-11-12,17:20:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201212014190354,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,****,2012-12-01,16:33:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201406278259657,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,****,2014-06-27,14:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201305099383923,INCIDENTE,OUTROS,OUTROS,OTHR,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2013-05-09,13:05:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200901053739558,INCIDENTE,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO),F-NI,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2009-01-05,20:15:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201203026334710,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2012-03-02,22:12:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201212304402659,INCIDENTE,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2012-12-30,12:55:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201105078850170,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2011-05-07,18:40:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201804021321112,INCIDENTE,CORTANTE DE VENTO / TEMPESTADE,CORTANTE DE VENTO / TEMPESTADE,WSTRW,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2018-03-24,02:45:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201707241520466,INCIDENTE,OUTROS,OUTROS,OTHR,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2017-07-19,13:57:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201209155826070,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2012-09-15,22:44:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201606301142492,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,3.7767,38.5322,FORTALEZA,CE,BRASIL,SBFZ,2016-06-28,17:00:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201712111725438,INCIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2017-12-07,17:10:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200912176862038,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2009-12-17,17:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201612052230114,INCIDENTE,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO),F-NI,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2016-12-02,19:30:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201402079921352,INCIDENTE,OUTROS,OUTROS,OTHR,-7.0919,-34.8425,FORTALEZA,CE,BRASIL,SBFZ,2014-02-07,21:55:00,,FINALIZADA,I-527/CENIPA/2016,SIM,2016-10-14,1,1,NÃO,2018-08-28
201707251927162,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2017-07-25,12:43:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201006109279425,INCIDENTE,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,****,2010-06-10,03:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201107154181728,INCIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,****,2011-07-15,13:28:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201403284440905,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-3.7238,-38.5899,FORTALEZA,CE,BRASIL,SBFZ,2014-03-28,19:19:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201610181501313,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-3.7758,-38.5322,FORTALEZA,CE,BRASIL,SBFZ,2016-10-17,20:30:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201803182230592,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-21.4011,-49.9131,AVANHANDAVA,SP,BRASIL,****,2018-03-16,13:00:00,SIM,ATIVA,A-048/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28
201803241932124,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-29.3722,-50.8336,CANELA,RS,BRASIL,SSCN,2018-03-23,21:20:00,SIM,ATIVA,A-052/CENIPA/2018,NÃO,,0,1,SIM,2018-08-28
200806038392818,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-29.358,-50.8149,CANELA,RS,BRASIL,SSCN,2008-06-03,12:00:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
200906142120489,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-29.3647,-50.8272,CANELA,RS,BRASIL,****,2009-06-14,20:20:00,,FINALIZADA,IG-028/CENIPA/2010,SIM,2010-04-28,8,1,NÃO,2018-08-28
201610171042438,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-29.3669,-50.8294,CANELA,RS,BRASIL,SSCN,2016-10-13,15:15:00,SIM,FINALIZADA,A-134/CENIPA/2016,SIM,2018-05-10,1,1,NÃO,2018-08-28
201503282762620,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-17.1742,-51.6756,CAIAPÔNIA,GO,BRASIL,****,2015-03-28,10:30:00,,FINALIZADA,A-047/CENIPA/2015,SIM,2016-06-03,0,1,NÃO,2018-08-28
201101068298896,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-17.2369,-51.6428,CAIAPÔNIA,GO,BRASIL,****,2011-01-06,12:00:00,,ATIVA,A-525/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28
201107195168866,INCIDENTE GRAVE,VAZAMENTO DE OUTROS FLUIDOS,OUTROS,OTHR,-1.3464,-48.3405,MARITUBA,PA,BRASIL,****,2011-07-19,16:30:00,,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2018-08-28
201202238026115,ACIDENTE,"FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ",SCF-NP,-1.3611,-48.3567,MARITUBA,PA,BRASIL,****,2012-02-22,13:40:00,,FINALIZADA,A-531CENIPA2015,SIM,2016-11-24,9,1,NÃO,2018-08-28
201408315970862,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-25.5453,-52.0097,CANDÓI,PR,BRASIL,****,2014-08-31,19:50:00,,FINALIZADA,A-152/CENIPA/2014,SIM,2015-04-24,0,1,NÃO,2018-08-28
201803191014586,INCIDENTE GRAVE,FALHA ESTRUTURAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-9.0333,-35.23,MARAGOGI,AL,BRASIL,****,2018-03-18,17:15:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201704191506208,ACIDENTE,PANE SECA,COMBUSTÍVEL,FUEL,-21.8819,-54.8778,ITAPORÃ,MS,BRASIL,****,2017-04-13,18:00:00,SIM,ATIVA,A-062/CENIPA/2017,NÃO,,0,1,NÃO,2018-08-28
201011259557251,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.0011,-54.8217,ITAPORÃ,MS,BRASIL,****,2010-11-25,12:20:00,,ATIVA,A DEFINIR,NÃO,,0,1,NÃO,2018-08-28
201605171814036,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-23.2011,-48.9772,AVARÉ,SP,BRASIL,****,2016-05-16,15:00:00,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201109304330106,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-23.2589,-49.0133,AVARÉ,SP,BRASIL,****,2011-09-30,18:15:00,,FINALIZADA,A-613/CENIPA/2014,SIM,2015-03-20,2,1,NÃO,2018-08-28
201009288659146,INCIDENTE,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS,OTHR,-17.7435,-48.6212,CALDAS NOVAS,GO,BRASIL,****,2010-09-28,18:30:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201008071138121,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-17.7435,-48.6212,CALDAS NOVAS,GO,BRASIL,****,2010-08-07,12:10:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201008072819019,INCIDENTE GRAVE,PANE SECA,COMBUSTÍVEL,FUEL,-17.7435,-48.6212,CALDAS NOVAS,GO,BRASIL,****,2010-08-07,20:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201309208596233,ACIDENTE,PANE SECA,COMBUSTÍVEL,FUEL,-17.7311,-48.6208,CALDAS NOVAS,GO,BRASIL,****,2013-09-20,13:31:00,,FINALIZADA,A-168/CENIPA/2013,SIM,2017-02-08,0,1,NÃO,2018-08-28
201210112604108,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-17.7247,-48.61,CALDAS NOVAS,GO,BRASIL,****,2012-10-11,11:00:00,,FINALIZADA,IG-181/CENIPA/2013,SIM,2014-01-08,0,1,NÃO,2018-08-28
200806295601895,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-17.7435,-48.6212,CALDAS NOVAS,GO,BRASIL,SWKN,2008-06-29,18:20:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201101037853836,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-26.4306,-49.2775,CORUPÁ,SC,BRASIL,****,2011-01-03,12:00:00,,FINALIZADA,A-102/CENIPA/2012,SIM,2012-09-20,4,1,NÃO,2018-08-28
201202242723378,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-26.432,-49.2267,CORUPÁ,SC,BRASIL,****,2012-02-24,11:45:00,,FINALIZADA,A-086/CENIPA/2013,SIM,2013-11-27,0,1,NÃO,2018-08-28
200811119013399,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-22.4908,-41.9931,RIO DAS OSTRAS,RJ,BRASIL,****,2008-11-11,14:15:00,,ATIVA,A-551/CENIPA/2018,NÃO,,0,1,NÃO,2018-08-28
201212217083202,ACIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-11.6331,-55.5719,IPIRANGA DO NORTE,MT,BRASIL,****,2012-12-21,17:30:00,,FINALIZADA,A-604/CENIPA/2014,SIM,2014-10-14,0,1,NÃO,2018-08-28
201611031455004,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-12.0289,-56.0058,IPIRANGA DO NORTE,MT,BRASIL,****,2016-10-07,18:00:00,SIM,ATIVA,A-130/CENIPA/2016,NÃO,,0,1,NÃO,2018-08-28
201309047438886,INCIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-22.81,-43.2506,RIO DE JANEIRO,RJ,BRASIL,SBGL,2013-09-04,17:44:00,,FINALIZADA,I-235/CENIPA/2013,SIM,2015-02-02,6,2,NÃO,2018-08-28
201009171194409,ACIDENTE,POUSO LONGO,EXCURSÃO DE PISTA,RE,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBJR,2010-09-17,13:55:00,,ATIVA,A-552/CENIPA/2016,NÃO,,0,1,SIM,2018-08-28
201504103693480,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-23.0017,-43.2133,RIO DE JANEIRO,RJ,BRASIL,****,2015-04-10,12:10:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
201205109644502,INCIDENTE,COM ROTOR,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.8767,-43.2279,RIO DE JANEIRO,RJ,BRASIL,SBRJ,2012-05-10,14:50:00,,FINALIZADA,***,NÃO,,0,1,NÃO,2018-08-28
