dre;codesc;tipoesc;nomesc;ceu;diretoria;subpref;endereco;numero;bairro;cep;tel1;tel2;fax;situacao;coddist;distrito;setor;codinep;cd_cie;eh;fx_etaria;dt_criacao;ato_criacao;doc_criacao;dt_ini_conv;dt_ini_func;dt_autoriza;dt_extintao;nome_ant;rede;latitude;longitude;database
 CL;326230;CR.P.CONV   ;VERBO DIVINO INST;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua QUINTA DA CONRARIA;24;PARQUE SANTO ANTÃ”NIO;5852480;27799097;;;ATIVA;46;JARDIM SAO LUIS;4603;35184147.0;14352;;1A A 3A;;;;26/12/2012;;31/08/2012;;VERBO DIVINO, INST;CON;-23.667.271;-46.758.029;30/12/2018
 CL;326231;CR.P.CONV   ;JOSE AVELINO;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua DEOCLECIANO DE OLIVEIRA FILHO;1137;PARQUE SANTO ANTÃ”NIO;5834000;55141014;;;ATIVA;46;JARDIM SAO LUIS;4603;35576682.0;301725;;0 A 2 ANOS ;10/06/2015;2014.0.094.775.4;30/04/2015;10/06/2015;;;;JOSE AVELINO;CON;-23.673.195;-46.758.923;30/12/2018
 CL;400022;CEI DIRET   ;JD ELFRIDA ZUKOWSKI;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua JOÃƒO ANDRÃ‰ LEYSER;99;VILA FAZZEONI;5884100;58735385;;;ATIVA;19;CAPAO REDONDO;1905;35238971.0;21281;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;01/10/1981;22/05/2007;;CAPAO REDONDO;DIR;-23.674.377;-46.775.828;30/12/2018
 CL;400026;CEI DIRET   ;VER. CID FRANCO;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua AURELIO BELOTTI JUNIOR;80;JARDIM SAMARA;5759210;58423100;;;ATIVA;17;CAMPO LIMPO;1701;35238752.0;39946;1,622E+14;ZERO A 6A E 11M;16/10/1987;24.765;16/10/1987;;01/08/1988;22/05/2007;;JD FARIA LIMA DE ANDRADE;DIR;-23.631.315;-46.763.118;30/12/2018
 CL;400054;CEI DIRET   ;VER. GUMERCINDO DE PADUA FLEURY;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua RAIMUNDA FRANKLIN DE MELO;300;PARQUE SANTO ANTÃ”NIO;5850270;58191504;;;ATIVA;46;JARDIM SAO LUIS;4603;35239159.0;27627;1,622E+14;ZERO A 6A E 11M;16/10/1987;24.765;16/10/1987;;10/08/1988;22/05/2007;;GUMERCINDO DE PADUA FLEURY, VER.;DIR;-23.659.874;-46.756.219;30/12/2018
 CL;400069;CEI DIRET   ;JD CAPELA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua JOSÃ‰ ROBERTO SALES;100;JARDIM CAPELA;4960090;55170192;;;ATIVA;43;JARDIM ANGELA;4308;35239082.0;27625;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;16/09/1982;22/05/2007;;JARDIM CAPELA;DIR;-23.729.349;-46.787.124;30/12/2018
 CL;400070;CEI DIRET   ;JD CATANDUVA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua DOUTOR RENATO BUENO NETO;S/N   ;JARDIM CATANDUVA;5767350;58411870;;;ATIVA;17;CAMPO LIMPO;1704;35238703.0;5211;1,622E+14;ZERO A 6A E 11M;20/12/1999;38.869;20/12/1999;;28/01/1981;22/05/2007;;JARDIM CATANDUVA;DIR;-23.635.979;-46.763.342;30/12/2018
 CL;400074;CEI DIRET   ;JD COPACABANA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua CELESTINO JOAQUIM DA COSTA;313;VILA SANTA LÃšCIA;4940050;58326872;;;ATIVA;43;JARDIM ANGELA;4304;35239100.0;15006;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;29/10/1985;22/05/2007;;JARDIM COPACABANA;DIR;-23.689.438;-46.769.484;30/12/2018
 CL;400078;CEI DIRET   ;JD DIONISIO;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua WILLIAM CREMER;2;JARDIM SÃ”NIA REGINA;4935120;58326628;;;ATIVA;43;JARDIM ANGELA;4303;35239057.0;5252;1,622E+14;ZERO A 6A E 11M;02/03/1985;20.719;02/03/1985;;01/03/1985;22/05/2007;;JARDIM DIONISIO;DIR;-23.685.308;-467.681;30/12/2018
 CL;400079;CEI DIRET   ;JD DOM JOSE;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua ANUMDOURADO;255;JARDIM DOM JOSÃ‰;5887310;58212180;;;ATIVA;19;CAPAO REDONDO;1906;35238983.0;39957;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;02/02/1981;22/05/2007;;JARDIM DOM JOSE;DIR;-23.676.844;-46.795.769;30/12/2018
 CL;400083;CEI DIRET   ;JARDIM GUARUJA - RITA MONTEIRO DE SOUZA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Avenida GUARUJÃ;S/N   ;JARDIM GUARUJÃ;5877230;58733210;;;ATIVA;43;JARDIM ANGELA;4301;35239012.0;46135;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;18/01/1981;22/05/2007;;RITA MONTEIRO DE SOUZA;DIR;-23.693.088;-4.678.639;30/12/2018
 CL;400086;CEI DIRET   ;BRYAN BIGUINATI JARDIM;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua FRANCISCO SOARES;27;PARQUE REGINA;5774300;58191571;;;ATIVA;17;CAMPO LIMPO;1703;35238727.0;46115;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;10/03/1981;22/05/2007;;JARDIM INGA;DIR;-23.634.199;-46.749.097;30/12/2018
 CL;400090;CEI DIRET   ;JD KAGOHARA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua DAS FERMATAS;120;JARDIM KAGOHARA;4938030;58310147;;;ATIVA;43;JARDIM ANGELA;4304;35239021.0;39958;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;24/11/1983;22/05/2007;;JARDIM KAGOHARA;DIR;-23.689.946;-46.760.719;30/12/2018
 CL;400091;CEI DIRET   ;JD KLEIN;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua BONIFÃCIO DE MONTFERRAT;143;CHÃCARA SANTANA;5831040;55145060;;;ATIVA;46;JARDIM SAO LUIS;4603;35239185.0;46146;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;07/07/1981;22/05/2007;;JARDIM KLEIN;DIR;-23.673.818;-46.747.546;30/12/2018
 CL;400093;CEI DIRET   ;JD MACEDONIA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua SORIANO DE ALBUQUERQUE;77;JARDIM MACEDÃ”NIA;5894440;58217979;;;ATIVA;19;CAPAO REDONDO;1901;35238946.0;46133;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;19/01/1984;22/05/2007;;JARDIM MACEDONIA;DIR;-23.653.223;-46.790.264;30/12/2018
 CL;400096;CEI DIRET   ;JD MARIA ALICE;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua FELICE GIARDINI;350;JARDIM COIMBRA;4932390;55143501;;;ATIVA;43;JARDIM ANGELA;4303;35239033.0;27621;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;18/07/1982;22/05/2007;;JARDIM MARIA ALICE;DIR;-23.680.316;-46.759.705;30/12/2018
 CL;400100;CEI DIRET   ;ALBERTINA RODRIGUES SIMON, PROFA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua MARCO DE CANAVESES;35;JARDIM MITSUTANI;5791190;58252321;;;ATIVA;17;CAMPO LIMPO;1706;35238764.0;46117;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;09/03/1981;22/05/2007;;PROFA ALBERTINA RODRIGUES SIMON;DIR;-23.646.361;-46.786.973;30/12/2018
 CL;400103;CEI DIRET   ;JD NAKAMURA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua MIGUEL DIONÃZIO VALLE;68;JARDIM NAKAMURA;4942040;58327213;;;ATIVA;43;JARDIM ANGELA;4305;35239094.0;46140;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;19/08/1983;22/05/2007;;JARDIM NAKAMURA;DIR;-23.696.346;-46.776.443;30/12/2018
 CL;400112;CEI DIRET   ;AURINDO DOS SANTOS FREIRE;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua CAUIMA;S/N   ;VILA ANDRADE;5734050;58443760;;;ATIVA;17;CAMPO LIMPO;1702;35238909.0;14997;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;08/10/1981;22/05/2007;;JARDIM REBOUCAS;DIR;-23.626.548;-46.747.438;30/12/2018
 CL;400122;CEI DIRET   ;JD SAO BENTO VELHO;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua BATALHA REIS;35;JARDIM SÃƒO BENTO NOVO;5882360;58734105;;;ATIVA;19;CAPAO REDONDO;1907;35238995.0;5236;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;05/08/1983;22/05/2007;;JARDIM SAO BENTO VELHO;DIR;-23.684.199;-46.786.369;30/12/2018
 CL;400124;CEI DIRET   ;JD SAO JOAQUIM;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua BACABINHA;1100;JARDIM SÃƒO JOAQUIM;4917030;55146403;;;ATIVA;46;JARDIM SAO LUIS;4605;35239070.0;21286;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;26/12/2012;03/09/1983;22/05/2007;;JARDIM SAO JOAQUIM;DIR;-23.686.545;-46.749.052;30/12/2018
 CL;400125;CEI DIRET   ;JD SAO LUIZ I;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua ARQUITETO ROBERTO PATRÃƒO ASSIS;141;CONJUNTO PROMORAR SÃƒO LUIS;5846100;55117298;;;ATIVA;46;JARDIM SAO LUIS;4603;35239136.0;27626;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;06/06/1983;22/05/2007;;JARDIM SAO LUIZ I;DIR;-23.658.244;-46.743.634;30/12/2018
 CL;400126;CEI DIRET   ;JD SAO LUIZ II;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua COLOMBO LEONI;23;CONJUNTO PROMORAR SÃƒO LUIS;5846210;58165196;;;ATIVA;46;JARDIM SAO LUIS;4603;35239197.0;27633;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;20/10/1982;22/05/2007;;JARDIM SAO LUIZ II;DIR;-23.658.463;-46.745.558;30/12/2018
 CL;400127;CEI DIRET   ;JD SAO MANOEL;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua PEDRO ROLDAN;S/N   ;JARDIM SÃƒO MANOEL;5871340;58313844;;;ATIVA;43;JARDIM ANGELA;4302;35239008.0;5237;1,622E+14;ZERO A 6A E 11M;20/10/1984;20.276;20/10/1984;;13/10/1981;22/05/2007;;JARDIM SAO MANOEL;DIR;-23.683.613;-46.772.887;30/12/2018
 CL;400137;CEI DIRET   ;JD SOUZA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua FRANCISCO SOBREIRA DA SILVA;S/N   ;JARDIM SOUZA;4917120;55146407;;;ATIVA;46;JARDIM SAO LUIS;4605;35239161.0;5261;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;17/11/1983;22/05/2007;;JARDIM SOUZA;DIR;-23.684.731;-46.744.689;30/12/2018
 CL;400141;CEI DIRET   ;JD TRES ESTRELAS;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua ROSALBA CARRIERA;174;JARDIM IMBÃ‰;5863250;55143315;;;ATIVA;19;CAPAO REDONDO;1904;35238934.0;33886;1,622E+14;ZERO A 6A E 11M;02/03/1985;20.719;02/03/1985;;20/09/1985;22/05/2007;;JARDIM TRES ESTRELAS;DIR;-23.672.377;-4.676.614;30/12/2018
 CL;400143;CEI DIRET   ;JD UMARIZAL;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua ECAUNA;139;UMARIZAL;5754040;58448884;;;ATIVA;17;CAMPO LIMPO;1702;35238910.0;5233;1,622E+14;ZERO A 6A E 11M;01/10/1992;32.368;01/10/1992;;02/08/1982;22/05/2007;;JARDIM UMARIZAL;DIR;-23.619.298;-46.755.408;30/12/2018
 CL;400162;CEI DIRET   ;VER. JOSE OLIVEIRA ALMEIDA DINIZ;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua PAULINO VITAL DE MORAIS;180;PARQUE MARIA HELENA;5855000;58163965;;;ATIVA;19;CAPAO REDONDO;1903;35238958.0;5235;1,622E+14;ZERO A 6A E 11M;18/08/1987;24.405;18/08/1987;;29/04/1988;22/05/2007;;JARDIM SANDRA;DIR;-23.665.876;-46.762.403;30/12/2018
 CL;400184;CEI DIRET   ;DRA. NATHALIA PEDROSO ROSEMBURG;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua AROLDO DE AZEVEDO;50;JARDIM BOM REFÃšGIO;5788230;58414010;;;ATIVA;17;CAMPO LIMPO;1701;35238740.0;39945;1,622E+14;ZERO A 6A E 11M;03/04/1976;12.788;02/04/1976;;28/08/1973;22/05/2007;;NATHALIA PEDROSO ROSEMBURG, DRA.;DIR;-23.633.189;-46.776.248;30/12/2018
 CL;400190;CEI DIRET   ;OLGA BENARIO PRESTES;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua AROLDO DE AZEVEDO;60;JARDIM BOM REFÃšGIO;5788230;58412434;;;ATIVA;17;CAMPO LIMPO;1701;35238739.0;46116;1,622E+14;ZERO A 6A E 11M;13/11/1991;30.554;13/11/1991;;01/06/1992;22/05/2007;;OLGA BENARIO PRESTES;DIR;-23.633.225;-46.776.009;30/12/2018
 CL;400198;CEI DIRET   ;PARQUE FERNANDA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua ANTÃ”NIO FORLENZA;127;PARQUE FERNANDA;5888010;58214351;;;ATIVA;19;CAPAO REDONDO;1906;35238961.0;46134;1,622E+14;ZERO A 6A E 11M;04/03/1986;21.968;04/03/1986;;03/08/1981;22/05/2007;;PARQUE FERNANDA;DIR;-23.675.617;-46.793.352;30/12/2018
 CL;400199;CEI DIRET   ;PARQUE FIGUEIRA GRANDE;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua PEDRO DA COSTA FALEIRO;111;JARDIM FIGUEIRA GRANDE;4915020;55146599;;;ATIVA;46;JARDIM SAO LUIS;4604;35239148.0;5254;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;05/03/1991;22/05/2007;;PARQUE FIGUEIRA GRANDE;DIR;-23.680.805;-46.746.632;30/12/2018
 CL;400203;CEI DIRET   ;PARQUE NOVA SANTO AMARO;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua PADRE MARCELINO DUARTE;249;PARQUE NOVO SANTO AMARO;5874120;58310382;;;ATIVA;43;JARDIM ANGELA;4301;35239124.0;39963;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;06/03/1981;21/05/2007;;PARQUE NOVA SANTO AMARO;DIR;-2.369.661;-46.782.454;30/12/2018
 CL;400205;CEI DIRET   ;PARQUE REGINA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua INÃCIO MANUEL TOURINHO;101;PARQUE REGINA;5773070;58163680;;;ATIVA;17;CAMPO LIMPO;1703;35238715.0;39944;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;13/09/1984;22/05/2007;;PARQUE REGINA;DIR;-23.633.803;-46.752.981;30/12/2018
 CL;400209;CEI DIRET   ;PARQUE SANTA MARGARIDA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua CAPÃƒO REDONDO;80;JARDIM SANTA MARGARIDA;4931100;58326446;;;ATIVA;43;JARDIM ANGELA;4303;35239112.0;5253;1,622E+14;ZERO A 6A E11M;20/12/1999;38.869;20/12/1999;;02/02/1984;22/05/2007;;PARQUE SANTA MARGARIDA;DIR;-23.683.148;-46.756.816;30/12/2018
 CL;400211;CEI DIRET   ;PARQUE SANTO ANTONIO;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua RINALDO DE HANDEL;S/N   ;CHÃCARA SANTANA;5821140;55146453;;;ATIVA;46;JARDIM SAO LUIS;4603;35239173.0;27632;1,622E+14;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;02/02/1984;22/05/2007;;PARQUE SANTO ANTONIO;DIR;-23.666.425;-46.748.516;30/12/2018
 CL;400215;CEI DIRET   ;PAULO E ADMAR;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua REVERENDO PEIXOTO DA SILVA;155;JARDIM ROSANA;5795010;58417432;;;ATIVA;17;CAMPO LIMPO;1705;35238776.0;14995;1,622E+14;ZERO A 6A E 11M;13/11/1991;30.554;13/11/1991;;26/05/1992;22/05/2007;;JARDIM VALE DAS VIRTUDES;DIR;-2.364.867;-46.776.949;30/12/2018
 CL;400233;CEI DIRET   ;TANCREDO DE ALMEIDA NEVES, PRES.;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua JACQUES LE MERCIER;S/N   ;JARDIM MARIANE;5866050;58340868;;;ATIVA;43;JARDIM ANGELA;4302;35239069.0;15005;1,622E+14;ZERO A 6A E 11M;12/07/1985;21086;12/07/1985;;01/05/1985;22/05/2007;;TANCREDO DE ALMEIDA NEVES, PRES.;DIR;-23.679.899;-46.767.271;30/12/2018
 CL;400240;CEI DIRET   ;VILA CALU;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua HUMBERTO MARCAL;S/N   ;VILA CALU;4961240;58965340;;;ATIVA;43;JARDIM ANGELA;4308;35239045.0;5251;1,622E+14;ZERO A 6A E 11M;04/03/1986;21.968;04/03/1986;;01/03/1981;22/05/2007;;VILA CALU;DIR;-23.737.985;-46.794.201;30/12/2018
 CL;400257;CEI DIRET   ;VILA PRAIA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua ANTONIO GARCIA MOYA 179;179;JARDIM DAS PALMAS;5749250;58452113;;;ATIVA;83;VILA ANDRADE;8301;35238922.0;5234;1,622E+14;ZERO A 6A E 11M;01/10/1992;32.368;01/10/1992;;18/03/1982;22/05/2007;;VILA PRAIA;DIR;-23.618.249;-46.745.794;30/12/2018
 CL;400285;CEI DIRET   ;JD ROSA MARIA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua ADELINO BRANCO DE ANDRADE;37;JARDIM ROSA MARIA;4930070;58930232;;;ATIVA;43;JARDIM ANGELA;4303;35279341.0;6177;1,622E+14;ZERO A 6A E 11M;30/11/2001;41.431;29/11/2001;;16/10/2002;22/05/2007;;JARDIM ROSA MARIA;DIR;-23.677.007;-46.751.774;30/12/2018
 CL;400301;CEI DIRET   ;AIRTON PEREIRA DA SILVA, FREI;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua DA SAFRA;S/N   ;CONJUNTO HABITACIONAL INSTITUTO ADVENTIS;5868040;58241089;;;ATIVA;19;CAPAO REDONDO;1905;35282388.0;51340;1,622E+14;;09/10/2002;42483;08/10/2002;;16/04/2003;22/05/2007;;COHAB ADVENTISTA I;DIR;-2.367.071;-46.784.478;30/12/2018
 CL;400340;CEI INDIR   ;PARQUE IPE;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua MÃRIO MAIA;44;JARDIM MARIA VIRGINIA;5761330;58414231;;;ATIVA;17;CAMPO LIMPO;1704;35183465.0;4119;;ZERO A 6A 11M;20/07/2002;2002.0.098.136.2;01/07/2002;01/07/2003;;19/12/2011;21/12/2011;PARQUE IPE;CON;-236.374;-46.763.894;30/12/2018
 CL;400341;CEI INDIR   ;JD LUSITANA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua FREI XISTO TEUBER;189;JARDIM MITSUTANI;5791080;58247604;58411200;;ATIVA;17;CAMPO LIMPO;1706;35183477.0;4120;;ZERO A 03 ANOS ;;;;29/06/2007;;26/04/2012;;JARDIM LUZITANIA;CON;-23.643.756;-46.780.559;30/12/2018
 CL;400342;CEI INDIR   ;JD UMUARAMA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua ODEMIS;203;JARDIM UMUARAMA;5783180;58168393;;;ATIVA;17;CAMPO LIMPO;1705;35183556.0;4132;;ZERO A 3A E 11M;31/10/1996;36.509;31/10/1996;20/07/2002;;22/03/2013;;JARDIM UMUARAMA;CON;-23.645.418;-4.676.993;30/12/2018
 CL;400345;CEI INDIR   ;IRENE IRAPIRANGA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua BICCI DI LORENZO;100;JARDIM IRAPIRANGA;5891190;58216301;;;ATIVA;19;CAPAO REDONDO;1906;35183490.0;4121;;1A A 3A;;;;28/12/2007;;07/10/2015;;IRENE IRAPIRANGA;CON;-2.365.982;-46.794.072;30/12/2018
 CL;400346;CEI INDIR   ;COHAB ADVENTISTA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua INTEGRADA;620;CONJUNTO HABITACIONAL INSTITUTO ADVENTIS;5868670;58231991;;;ATIVA;19;CAPAO REDONDO;1905;35184664.0;20681;;ZERO A 3 A;28/12/2000;40.193;28/12/2000;18/01/2011;;07/08/2014;;COHAB ADVENTISTA;CON;-23.664.766;-4.678.055;30/12/2018
 CL;400381;CEI INDIR   ;JD FUJIHARA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua AMALFI;13;JARDIM NAKAMURA;4942170;58319632;;;ATIVA;43;JARDIM ANGELA;4305;35183957.0;4171;;0A A 3A;02/07/1996;36.182;02/07/1996;29/07/2005;;12/12/2012;;JARDIM FUJIHARA;CON;-23.699.388;-46.771.407;30/12/2018
 CL;400382;CEI INDIR   ;JARDIM DOS REIS;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Estrada DO JARARAU;89;CHÃCARA NANI;4943120;58257604;58333405;;ATIVA;43;JARDIM ANGELA;4301;35184020.0;33220;;ZERO A 3 A;20/07/2002;2002.0.099.071.0;01/07/2002;29/06/2007;;21/12/2011;;JARDIM DOS REIS;CON;-23.703.023;-46.791.323;30/12/2018
 CL;400383;CEI INDIR   ;ADAIL TINI DE ARAUJO;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua CIRO FERRI;51;VILA REMO;5864020;55156250;;;ATIVA;43;JARDIM ANGELA;4302;35184068.0;20641;;ZERO A 4A E 11M;02/07/1996;36.182;02/07/1996;29/06/2007;;27/11/2013;;ADAIL TINI DE ARAUJO;CON;-23.676.439;-4.676.299;30/12/2018
 CL;400385;CEI INDIR   ;JARDIM MONTE AZUL;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Avenida TOMÃS DE SOUSA;874;JARDIM MONTE AZUL;5836350;58518714;;;ATIVA;46;JARDIM SAO LUIS;4601;35181468.0;14401;;0A A 3A;;;;30/11/2004;;13/03/2012;;JARDIM MONTE AZUL;CON;-23.645.883;-46.736.857;30/12/2018
 CL;400481;CR.P.CONV   ;ROSA MARIA;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua BENTO DANIEL DE MENDONCA;139;JARDIM SANTA MARGARIDA;4930060;58919711;;;ATIVA;43;JARDIM ANGELA;4303;35184007.0;33322;;2 A 4 A;29/06/2010;2007.0.354.042.0;01/07/2010;04/03/2011;;10/04/2015;;ROSA MARIA;CON;-23.677.223;-46.751.145;30/12/2018
 CL;400511;CEI DIRET   ;PAULO COCHRANE SUPLICY;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua ARROIO BUTIÃ;383;CONJUNTO HABITACIONAL INSTITUTO ADVENTIS;5868880;55137203;;;ATIVA;19;CAPAO REDONDO;1905;35283617.0;51833;1,622E+14;ZERO A 6 ANOS E 11 MESES DE IDADE;30/05/2003;43.280;29/05/2003;;08/09/2003;22/05/2007;;PAULO COCHRANE SUPLICY;DIR;-23.660.617;-46.774.985;30/12/2018
 CL;400534;CEU CEI     ;CASA BLANCA;CASA BLANCA;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua JOÃƒO DAMASCENO;85;VILA DAS BELEZAS;5841160;55195246;55195247;;ATIVA;46;JARDIM SAO LUIS;4601;35060550.0;55527;1,622E+14;ZERO A 6A E 11M;17/09/2003;43.802;16/09/2003;;04/06/2004;22/05/2007;;CASA BLANCA;DIR;-23.646.711;-46.744.385;30/12/2018
 CL;400536;CEU CEI     ;CAMPO LIMPO;CAMPO LIMPO;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Avenida CARLOS LACERDA;678;PIRAJUSSARA;5789000;58434823;58434831;58434857;ATIVA;17;CAMPO LIMPO;1706;35060847.0;55531;1,622E+14;ZERO A 6A E 11M;17/09/2003;43.802;16/09/2003;;11/03/2004;22/05/2007;;CAMPO LIMPO;DIR;-23.636.846;-4.677.945;30/12/2018
 CL;400558;CR.P.CONV   ;LUAR DO SERTAO;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;CAMPO LIMPO;Rua LUAR DO SERTÃƒO;2278;CHÃCARA SANTA MARIA;5879450;58745905;;;ATIVA;19;CAPAO REDONDO;1907;35128235.0;80926;;ZERO A 3 A;;;;13/07/2014;;16/05/2012;;LUAR DO SERTAO;CON;-23.686.946;-46.801.216;30/12/2018
 CL;400577;CR.P.CONV   ;BETE SHALOM MORADA DA PAZ;;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;M BOI MIRIM;Rua PARQUE DO LAGO;121;PARQUE DO LAGO;4944000;58172425;;;ATIVA;43;JARDIM ANGELA;4306;35192752.0;91244;;2 A 3 ANOS;;;;06/08/2004;;18/12/2014;;BETE SHALOM MORADA DA PAZ;CON;-23.710.797;-46.778.923;30/12/2018
